StudyYear	Code	Births	BirthSchool	Rate	trt	year	interaction	Pop
2014.0	432030	56	31.0	10.924698	0.0	0.0	0.0	5126
2016.0	432030	57	49.0	11.098131	0.0	1.0	0.0	5143
2014.0	432032	37	29.0	12.811634	0.0	0.0	0.0	2888
2016.0	432032	27	23.0	9.358752	0.0	1.0	0.0	2882
2014.0	432035	54	36.0	9.879253	0.0	0.0	0.0	5466
2016.0	432035	51	35.0	9.301477	0.0	1.0	0.0	5507
2014.0	432040	186	131.0	11.913913	0.0	0.0	0.0	15612
2016.0	432040	213	189.0	13.470781	0.0	1.0	0.0	16004
2014.0	432045	13	7.0	5.764967	0.0	0.0	0.0	2255
2016.0	432045	19	10.0	8.497316	0.0	1.0	0.0	2216
2014.0	432050	47	31.0	7.550201	0.0	0.0	0.0	6225
2016.0	432050	54	47.0	8.759124	0.0	1.0	0.0	6116
2014.0	432055	56	37.0	9.026435	0.0	0.0	0.0	6204
2016.0	432055	51	34.0	8.165226	0.0	1.0	0.0	6282
2014.0	432057	19	11.0	8.874358	0.0	0.0	0.0	2141
2016.0	432057	18	17.0	8.438819	0.0	1.0	0.0	2123
2014.0	432060	27	23.0	6.9177556	0.0	0.0	0.0	3903
2016.0	432060	38	32.0	9.78121	0.0	1.0	0.0	3879
2014.0	432065	20	18.0	8.028904	0.0	0.0	0.0	2491
2016.0	432065	27	25.0	10.860821	0.0	1.0	0.0	2484
2014.0	432067	95	48.0	9.136373	0.0	0.0	0.0	10398
2016.0	432067	88	58.0	8.459911	0.0	1.0	0.0	10404
2014.0	432070	191	122.0	12.816212	0.0	0.0	0.0	14903
2016.0	432070	171	129.0	11.443485	0.0	1.0	0.0	14982
2014.0	432080	387	286.0	12.401462	0.0	0.0	0.0	31206
2016.0	432080	391	306.0	12.5079975	0.0	1.0	0.0	31313
2014.0	432085	45	36.0	10.167193	0.0	0.0	0.0	4426
2016.0	432085	56	44.0	12.5616865	0.0	1.0	0.0	4494
2014.0	432090	287	239.0	13.524339	0.0	0.0	0.0	21221
2016.0	432090	321	278.0	14.912199	0.0	1.0	0.0	21809
2014.0	432100	124	95.0	11.484672	0.0	0.0	0.0	10797
2016.0	432100	139	118.0	12.869179	0.0	1.0	0.0	10809
2014.0	432110	183	119.0	10.569481	0.0	0.0	0.0	17314
2016.0	432110	182	124.0	10.486892	0.0	1.0	0.0	17390
2014.0	432120	723	515.0	12.668875	0.0	0.0	0.0	57069
2016.0	432120	686	497.0	11.9850445	0.0	1.0	0.0	57396
2014.0	432130	357	234.0	13.182674	0.0	0.0	0.0	27081
2016.0	432130	322	255.0	11.869655	0.0	1.0	0.0	27168
2014.0	432132	30	23.0	9.737099	0.0	0.0	0.0	3081
2016.0	432132	34	26.0	11.006799	0.0	1.0	0.0	3096
2014.0	432135	36	28.0	6.494678	0.0	0.0	0.0	5543
2016.0	432135	37	31.0	6.664265	0.0	1.0	0.0	5561
2014.0	432140	200	148.0	14.229812	0.0	0.0	0.0	14055
2016.0	432140	192	144.0	13.68106	0.0	1.0	0.0	14023
2014.0	432143	96	81.0	9.098663	0.0	0.0	0.0	10551
2016.0	432143	114	79.0	10.719323	0.0	1.0	0.0	10711
2014.0	432145	396	340.0	13.286362	0.0	0.0	0.0	29805
2016.0	432145	370	312.0	12.263838	0.0	1.0	0.0	30518
2014.0	432146	35	29.0	12.08981	0.0	0.0	0.0	2895
2016.0	432146	39	37.0	13.383665	0.0	1.0	0.0	2930
2014.0	432147	51	39.0	7.9266396	0.0	0.0	0.0	6434
2016.0	432147	48	41.0	7.5258703	0.0	1.0	0.0	6338
2014.0	432149	23	19.0	7.6845975	0.0	0.0	0.0	2993
2016.0	432149	18	14.0	6.0240965	0.0	1.0	0.0	2978
2014.0	432150	514	411.0	13.94579	0.0	0.0	0.0	36857
2016.0	432150	590	513.0	15.901251	0.0	1.0	0.0	37342
2014.0	432160	819	576.0	17.906727	0.0	0.0	0.0	45737
2016.0	432160	813	576.0	17.532509	0.0	1.0	0.0	46962
2014.0	432162	15	10.0	6.270903	0.0	0.0	0.0	2392
2016.0	432162	19	16.0	7.9398246	0.0	1.0	0.0	2390
2014.0	432163	12	8.0	4.1536865	0.0	0.0	0.0	2889
2016.0	432163	14	14.0	4.87635	0.0	1.0	0.0	2862
2014.0	432166	123	103.0	11.431227	0.0	0.0	0.0	10760
2016.0	432166	127	111.0	11.749468	0.0	1.0	0.0	10859
2014.0	432170	326	176.0	12.624893	0.0	0.0	0.0	25822
2016.0	432170	313	239.0	11.996934	0.0	1.0	0.0	26348
2014.0	432180	290	244.0	11.8468895	0.0	0.0	0.0	24479
2016.0	432180	296	265.0	12.089528	0.0	1.0	0.0	24491
2014.0	432183	23	17.0	7.83112	0.0	0.0	0.0	2937
2016.0	432183	31	21.0	10.59829	0.0	1.0	0.0	2910
2014.0	432185	57	45.0	12.726055	0.0	0.0	0.0	4479
2016.0	432185	52	35.0	11.627907	0.0	1.0	0.0	4464
2014.0	432190	313	252.0	12.693134	0.0	0.0	0.0	24659
2016.0	432190	305	277.0	12.375234	0.0	1.0	0.0	24640
2014.0	432195	92	50.0	15.431064	0.0	0.0	0.0	5962
2016.0	432195	93	72.0	15.604027	0.0	1.0	0.0	5961
2014.0	432200	333	213.0	12.048629	0.0	0.0	0.0	27638
2016.0	432200	350	274.0	12.560109	0.0	1.0	0.0	28084
2014.0	432210	52	37.0	8.656568	0.0	0.0	0.0	6007
2016.0	432210	43	33.0	7.177433	0.0	1.0	0.0	5979
2014.0	432215	40	18.0	8.73744	0.0	0.0	0.0	4578
2016.0	432215	40	27.0	8.720297	0.0	1.0	0.0	4595
2014.0	432218	18	16.0	11.306533	0.0	0.0	0.0	1592
2016.0	432218	9	8.0	5.6854076	0.0	1.0	0.0	1578
2014.0	432220	297	199.0	12.680386	0.0	0.0	0.0	23422
2016.0	432220	266	177.0	11.308562	0.0	1.0	0.0	23615
2014.0	432225	66	58.0	15.2990265	0.0	0.0	0.0	4314
2016.0	432225	65	58.0	14.901422	0.0	1.0	0.0	4421
2014.0	432230	79	67.0	9.16686	0.0	0.0	0.0	8618
2016.0	432230	84	75.0	9.80049	0.0	1.0	0.0	8533
2014.0	432232	44	19.0	12.222222	0.0	0.0	0.0	3600
2016.0	432232	36	25.0	10.022272	0.0	1.0	0.0	3590
2014.0	432234	18	13.0	7.894737	0.0	0.0	0.0	2280
2016.0	432234	14	10.0	6.1810155	0.0	1.0	0.0	2248
2014.0	432235	4		2.783577	0.0	0.0	0.0	1437
2016.0	432235	10		7.052186	0.0	1.0	0.0	1393
2014.0	432237	28	22.0	11.24498	0.0	0.0	0.0	2490
2016.0	432237	21	15.0	8.464329	0.0	1.0	0.0	2474
2014.0	432240	1851	1435.0	14.284943	0.0	0.0	0.0	129577
2016.0	432240	1780	1450.0	13.729165	0.0	1.0	0.0	129720
2014.0	432250	973	690.0	15.069385	0.0	0.0	0.0	64568
2016.0	432250	953	777.0	14.693865	0.0	1.0	0.0	65135
2014.0	432252	35	28.0	10.239906	0.0	0.0	0.0	3418
2016.0	432252	37	28.0	10.774607	0.0	1.0	0.0	3448
2014.0	432253	107	56.0	9.218575	0.0	0.0	0.0	11607
2016.0	432253	80	53.0	6.866953	0.0	1.0	0.0	11689
2014.0	432254	62	39.0	11.278879	0.0	0.0	0.0	5497
2016.0	432254	62	50.0	11.181244	0.0	1.0	0.0	5594
2014.0	432255	21	14.0	10.096154	0.0	0.0	0.0	2080
2016.0	432255	22	20.0	10.536399	0.0	1.0	0.0	2094
2014.0	432260	816	702.0	11.737291	0.0	0.0	0.0	69522
2016.0	432260	792	668.0	11.336798	0.0	1.0	0.0	70179
2014.0	432270	278	156.0	10.890857	0.0	0.0	0.0	25526
2016.0	432270	289	252.0	11.245136	0.0	1.0	0.0	25866
2014.0	432280	275	242.0	11.236874	0.0	0.0	0.0	24473
2016.0	432280	245	230.0	9.924654	0.0	1.0	0.0	24885
2014.0	432285	11	10.0	5.5304174	0.0	0.0	0.0	1989
2016.0	432285	15	12.0	7.61035	0.0	1.0	0.0	1966
2014.0	432290	48	33.0	9.048068	0.0	0.0	0.0	5305
2016.0	432290	41	37.0	7.77546	0.0	1.0	0.0	5237
2014.0	432300	3435	2693.0	13.683351	0.0	0.0	0.0	251035
2016.0	432300	3363	2665.0	13.346297	0.0	1.0	0.0	252872
2014.0	432310	57	35.0	10.826211	0.0	0.0	0.0	5265
2016.0	432310	66	42.0	12.631579	0.0	1.0	0.0	5187
2014.0	432320	31	29.0	10.051881	0.0	0.0	0.0	3084
2016.0	432320	20	20.0	6.514658	0.0	1.0	0.0	3060
2014.0	432330	33	31.0	9.847807	0.0	0.0	0.0	3351
2016.0	432330	36	34.0	10.717476	0.0	1.0	0.0	3373
2014.0	432335	20	16.0	9.099181	0.0	0.0	0.0	2198
2016.0	432335	18	15.0	8.196721	0.0	1.0	0.0	2189
2014.0	432340	34	26.0	7.751938	0.0	0.0	0.0	4386
2016.0	432340	34	31.0	7.7466393	0.0	1.0	0.0	4400
2014.0	432345	22	13.0	5.043558	0.0	0.0	0.0	4362
2016.0	432345	20	15.0	4.579803	0.0	1.0	0.0	4368
2014.0	432350	29	21.0	10.038075	0.0	0.0	0.0	2889
2016.0	432350	23	22.0	7.9667473	0.0	1.0	0.0	2882
2014.0	432360	14	14.0	8.674102	0.0	0.0	0.0	1614
2016.0	432360	10	10.0	6.203474	0.0	1.0	0.0	1612
2014.0	432370	25	21.0	8.7321	0.0	0.0	0.0	2863
2016.0	432370	19	16.0	6.6086955	0.0	1.0	0.0	2877
2014.0	432375	20	12.0	5.7355895	0.0	0.0	0.0	3487
2016.0	432375	23	18.0	6.6378064	0.0	1.0	0.0	3442
2014.0	432377	29	24.0	9.860592	0.0	0.0	0.0	2941
2016.0	432377	43	37.0	14.556534	0.0	1.0	0.0	2965
2014.0	432380	223	197.0	15.983372	0.0	0.0	0.0	13952
2016.0	432380	238	176.0	16.764105	0.0	1.0	0.0	14430
